Date,Close Price,Open Price,High Price,Low Price,Total Traded Quantity
"Jan 31, 2018",106.6,107.77,108.18,106.07,9.81M
"Jan 30, 2018",107.73,109.14,109.36,107.15,9.18M
"Jan 29, 2018",109.55,108.11,109.98,107.99,8.36M
"Jan 26, 2018",108.39,107.0,108.41,106.68,6.79M
"Jan 25, 2018",106.6,105.85,106.81,105.85,5.86M
"Jan 24, 2018",105.79,106.35,106.44,104.82,6.82M
"Jan 23, 2018",105.9,105.29,106.14,104.57,8.29M
"Jan 22, 2018",105.45,104.5,105.45,104.04,7.31M
"Jan 19, 2018",104.59,104.64,104.93,103.66,8.38M
"Jan 18, 2018",104.3,104.74,104.94,103.62,12.31M
"Jan 17, 2018",102.7,101.15,102.94,100.7,8.68M
"Jan 16, 2018",100.69,101.34,101.91,100.34,7.17M
"Jan 12, 2018",100.87,100.39,101.44,100.3,6.95M
"Jan 11, 2018",100.02,99.7,100.45,98.78,6.54M
"Jan 10, 2018",99.67,99.75,99.89,98.53,7.93M
"Jan 09, 2018",100.39,102.03,102.35,100.31,7.31M
"Jan 08, 2018",101.61,100.25,101.75,100.21,8.84M
"Jan 05, 2018",100.13,99.64,100.38,99.61,7.28M
"Jan 04, 2018",99.54,99.54,99.78,98.91,6.83M
"Jan 03, 2018",99.45,98.85,100.0,98.77,8.90M
"Jan 02, 2018",98.59,99.3,99.79,98.52,10.15M
"Dec 29, 2017",98.75,99.4,99.69,98.75,7.14M
"Dec 28, 2017",99.4,99.52,99.62,99.12,9.76M
"Dec 27, 2017",99.26,99.56,99.6,98.83,5.14M
"Dec 26, 2017",99.16,98.35,99.44,98.35,4.30M
"Dec 22, 2017",98.21,98.29,98.42,97.68,5.48M
"Dec 21, 2017",98.06,99.0,99.33,97.98,7.37M
"Dec 20, 2017",98.75,99.45,99.65,98.45,10.73M
"Dec 19, 2017",98.8,99.91,99.91,98.29,12.01M
"Dec 18, 2017",97.9,97.38,98.17,97.36,7.96M
"Dec 15, 2017",97.11,97.71,98.49,96.91,16.14M
"Dec 14, 2017",97.13,98.0,98.57,97.1,9.39M
"Dec 13, 2017",97.76,96.66,97.91,96.55,7.88M
"Dec 12, 2017",96.7,96.85,97.24,96.6,7.81M
"Dec 11, 2017",96.93,96.44,97.27,96.29,8.93M
"Dec 08, 2017",96.55,96.67,96.7,96.14,5.82M
"Dec 07, 2017",96.78,97.06,97.58,96.65,7.50M
"Dec 06, 2017",97.28,97.99,98.14,97.24,7.14M
"Dec 05, 2017",97.83,97.0,97.94,96.92,9.01M
"Dec 04, 2017",97.01,97.73,97.96,96.67,8.96M
"Dec 01, 2017",97.35,97.61,97.71,96.23,8.30M
"Nov 30, 2017",97.23,98.09,98.44,96.51,12.85M
"Nov 29, 2017",97.56,97.22,98.26,96.88,11.42M
"Nov 28, 2017",96.77,96.59,96.89,95.82,8.71M
"Nov 27, 2017",96.62,96.85,97.65,96.3,8.90M
"Nov 24, 2017",96.62,96.87,97.23,96.53,4.50M
"Nov 22, 2017",96.41,96.65,96.81,96.11,8.92M
"Nov 21, 2017",96.52,97.74,97.92,96.32,12.75M
"Nov 20, 2017",97.48,96.44,97.64,95.76,16.39M
"Nov 17, 2017",97.47,99.24,100.13,96.58,23.58M
"Nov 16, 2017",99.62,95.12,99.68,94.72,38.12M
"Nov 15, 2017",89.83,90.34,90.85,89.65,8.43M
"Nov 14, 2017",91.09,90.7,91.2,90.18,9.83M
"Nov 13, 2017",90.99,91.04,91.98,90.87,8.49M
"Nov 10, 2017",90.92,90.24,91.69,90.2,7.65M
"Nov 09, 2017",90.3,89.94,90.57,89.35,6.90M
"Nov 08, 2017",90.26,89.11,90.42,89.1,6.77M
"Nov 07, 2017",88.95,88.87,89.06,88.31,5.35M
"Nov 06, 2017",88.7,89.42,89.68,88.68,5.26M
"Nov 03, 2017",89.68,89.02,89.88,88.76,6.51M
"Nov 02, 2017",88.8,88.28,89.17,87.8,5.18M
"Nov 01, 2017",87.94,87.07,88.39,87.0,6.18M
"Oct 31, 2017",87.31,86.86,87.46,86.6,6.01M
"Oct 30, 2017",86.95,87.94,87.95,86.39,7.05M
"Oct 27, 2017",88.17,88.14,88.39,87.15,6.62M
"Oct 26, 2017",88.62,88.66,89.11,88.02,6.48M
"Oct 25, 2017",88.48,87.85,88.6,87.43,6.41M
