,Date,Close Price,Open Price,High Price,Low Price,Total Traded Quantity,year,month,price*volume,Day_Perc_Change,Trend
474,2017-12-05,97.83,97.0,97.94,96.92,9010000.0,2017,12,881448300.0,0.5653782894736725,Slight positive
475,2017-12-04,97.01,97.73,97.96,96.67,8960000.0,2017,12,869209600.0,-0.8381886946744244,Slight negative
476,2017-12-01,97.35,97.61,97.71,96.23,8300000.000000001,2017,12,808005000.0,0.35047933202760895,Slight or No Change
477,2017-11-30,97.23,98.09,98.44,96.51,12850000.0,2017,11,1249405500.0,-0.12326656394452407,Slight or No Change
478,2017-11-29,97.56,97.22,98.26,96.88,11420000.0,2017,11,1114135200.0,0.339401419315033,Slight or No Change
479,2017-11-28,96.77,96.59,96.89,95.82,8710000.0,2017,11,842866700.0,-0.8097580975809815,Slight negative
480,2017-11-27,96.62,96.85,97.65,96.3,8900000.0,2017,11,859918000.0,-0.1550067169577285,Slight or No Change
481,2017-11-24,96.62,96.87,97.23,96.53,4500000.0,2017,11,434790000.0,0.0,Slight or No Change
482,2017-11-22,96.41,96.65,96.81,96.11,8920000.0,2017,11,859977200.0,-0.21734630511281994,Slight or No Change
483,2017-11-21,96.52,97.74,97.92,96.32,12750000.0,2017,11,1230630000.0,0.1140960481277764,Slight or No Change
484,2017-11-20,97.48,96.44,97.64,95.76,16390000.0,2017,11,1597697200.0,0.994612515540827,Slight positive
485,2017-11-17,97.47,99.24,100.13,96.58,23580000.0,2017,11,2298342600.0,-0.010258514567096366,Slight or No Change
486,2017-11-16,99.62,95.12,99.68,94.72,38120000.0,2017,11,3797514400.0,2.205806914948205,Positive
487,2017-11-15,89.83,90.34,90.85,89.65,8430000.0,2017,11,757266900.0,-9.82734390684602,Bear drop
488,2017-11-14,91.09,90.7,91.2,90.18,9830000.0,2017,11,895414700.0,1.402649448959159,Positive
489,2017-11-13,90.99,91.04,91.98,90.87,8490000.0,2017,11,772505100.0,-0.10978153474586749,Slight or No Change
490,2017-11-10,90.92,90.24,91.69,90.2,7650000.0,2017,11,695538000.0,-0.07693153093746297,Slight or No Change
491,2017-11-09,90.3,89.94,90.57,89.35,6900000.0,2017,11,623070000.0,-0.6819181698196286,Slight negative
492,2017-11-08,90.26,89.11,90.42,89.1,6770000.0,2017,11,611060200.0,-0.0442967884828227,Slight or No Change
493,2017-11-07,88.95,88.87,89.06,88.31,5350000.0,2017,11,475882500.0,-1.4513627298914256,Negative
494,2017-11-06,88.7,89.42,89.68,88.68,5260000.0,2017,11,466562000.0,-0.28105677346823565,Slight or No Change
495,2017-11-03,89.68,89.02,89.88,88.76,6510000.0,2017,11,583816800.0,1.104847801578357,Positive
496,2017-11-02,88.8,88.28,89.17,87.8,5180000.0,2017,11,459984000.0,-0.9812667261373864,Slight negative
497,2017-11-01,87.94,87.07,88.39,87.0,6180000.0,2017,11,543469200.0,-0.9684684684684641,Slight negative
498,2017-10-31,87.31,86.86,87.46,86.6,6010000.0,2017,10,524733100.0,-0.7163975437798453,Slight negative
499,2017-10-30,86.95,87.94,87.95,86.39,7050000.0,2017,10,612997500.0,-0.4123239033329562,Slight or No Change
500,2017-10-27,88.17,88.14,88.39,87.15,6620000.0,2017,10,583685400.0,1.4031052328924654,Positive
501,2017-10-26,88.62,88.66,89.11,88.02,6480000.0,2017,10,574257600.0,0.5103776794828097,Slight positive
502,2017-10-25,88.48,87.85,88.6,87.43,6410000.0,2017,10,567156800.0,-0.15797788309637184,Slight or No Change
